id,date,label
1229742114554220544,2020-02-18 12:19:02+00:00,0.0
1182392222794342400,2019-10-10 20:27:28+00:00,0.0
1193939646037843968,2019-11-11 17:12:48+00:00,2.0
1234886835442266112,2020-03-03 17:02:19+00:00,0.0
1259796191459622912,2020-05-11 10:43:12+00:00,1.0
1256530824478052352,2020-05-02 10:27:48+00:00,2.0
1174079917597843457,2019-09-17 21:57:20+00:00,3.0
1255924225698861057,2020-04-30 18:17:24+00:00,0.0
1192012133275488257,2019-11-06 09:33:33+00:00,0.0
1233823814108229632,2020-02-29 18:38:15+00:00,0.0
1176427506158788609,2019-09-24 09:25:49+00:00,2.0
1197907914842882048,2019-11-22 16:01:17+00:00,3.0
1240298965528006656,2020-03-18 15:28:11+00:00,1.0
1235114430721126402,2020-03-04 08:06:42+00:00,0.0
1228593960551100418,2020-02-15 08:16:41+00:00,1.0
1180523040242896896,2019-10-05 16:40:00+00:00,3.0
1189580375007338497,2019-10-30 16:30:37+00:00,2.0
1238385959131021313,2020-03-13 08:46:35+00:00,3.0
1192012133275488257,2019-11-06 09:33:33+00:00,0.0
1244277440224071682,2020-03-29 14:57:13+00:00,0.0
1208225074387570688,2019-12-21 03:18:00+00:00,0.0
1201086053291118598,2019-12-01 10:30:04+00:00,0.0
1243561073527029761,2020-03-27 15:30:38+00:00,0.0
1233758611328901121,2020-02-29 14:19:09+00:00,0.0
1246110013766144002,2020-04-03 16:19:13+00:00,1.0
1258158305735819267,2020-05-06 22:14:50+00:00,3.0
1236684278337077248,2020-03-08 16:04:43+00:00,0.0
1256663026163314688,2020-05-02 19:13:07+00:00,0.0
1253064845781536768,2020-04-22 20:55:14+00:00,0.0
1202245354776862720,2019-12-04 15:16:43+00:00,1.0
1234424327438729217,2020-03-02 10:24:28+00:00,1.0
1253994613200883713,2020-04-25 10:29:48+00:00,0.0
1245702911365197824,2020-04-02 13:21:32+00:00,0.0
1253678086119399424,2020-04-24 13:32:02+00:00,3.0
1226983827681226753,2020-02-10 21:38:35+00:00,0.0
1180163766396305408,2019-10-04 16:52:22+00:00,3.0
1242746469775441920,2020-03-25 09:33:42+00:00,3.0
1229763022853476352,2020-02-18 13:42:07+00:00,3.0
1208878789629009922,2019-12-22 22:35:37+00:00,3.0
1265213624454459392,2020-05-26 09:30:09+00:00,3.0
1178600081706094593,2019-09-30 09:18:51+00:00,3.0
1237821796482768897,2020-03-11 19:24:48+00:00,0.0
1252505079338409986,2020-04-21 07:50:55+00:00,2.0
