id,date,label
1316541731035394048,2020-10-15 00:49:43+00:00,0.0
1319184605845557248,2020-10-22 07:51:33+00:00,3.0
1234771548613095425,2020-03-03 09:24:12+00:00,0.0
1322121412363096065,2020-10-30 10:21:23+00:00,1.0
1235231701967736832,2020-03-04 15:52:41+00:00,1.0
1305506881365045248,2020-09-14 14:01:10+00:00,1.0
1297552190219997184,2020-08-23 15:12:04+00:00,3.0
1235488340658606081,2020-03-05 08:52:29+00:00,1.0
1258809820678959105,2020-05-08 17:23:43+00:00,0.0
1310860521143447552,2020-09-29 08:34:37+00:00,0.0
1322170450714206208,2020-10-30 13:36:14+00:00,1.0
1234078982007644160,2020-03-01 11:32:12+00:00,3.0
1321947153862971398,2020-10-29 22:48:56+00:00,0.0
1256860174444384256,2020-05-03 08:16:31+00:00,3.0
1242445575586529280,2020-03-24 13:38:03+00:00,0.0
1241265097575665664,2020-03-21 07:27:15+00:00,3.0
1310142229017776129,2020-09-27 09:00:23+00:00,3.0
1305539229775212544,2020-09-14 16:09:42+00:00,2.0
1305806511374045186,2020-09-15 09:51:47+00:00,0.0
1305837913679310851,2020-09-15 11:56:34+00:00,1.0
1310885201036402689,2020-09-29 10:12:41+00:00,0.0
1246492061450358788,2020-04-04 17:37:20+00:00,0.0
1326306156122427392,2020-11-10 23:30:03+00:00,0.0
1317531196088254464,2020-10-17 18:21:30+00:00,3.0
1266886874141995013,2020-05-31 00:19:03+00:00,3.0
1300806686853271553,2020-09-01 14:44:16+00:00,2.0
1303595421911089154,2020-09-09 07:25:42+00:00,2.0
1322424071565561856,2020-10-31 06:24:02+00:00,2.0
1318165783982317569,2020-10-19 12:23:07+00:00,0.0
1310235862672834562,2020-09-27 15:12:27+00:00,1.0
1240164043698180096,2020-03-18 06:32:03+00:00,2.0
1242495642401996802,2020-03-24 16:57:00+00:00,0.0
1322021141976735744,2020-10-30 03:42:56+00:00,1.0
1327026985672044546,2020-11-12 23:14:23+00:00,2.0
1263450515083530241,2020-05-21 12:44:11+00:00,0.0
1305099145288593411,2020-09-13 11:00:58+00:00,0.0
1308356975504302080,2020-09-22 10:46:25+00:00,2.0
1322203365443538944,2020-10-30 15:47:02+00:00,2.0
